소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
031-213-5075,경기도 수원시 영통구 원천동 177-1 홈플러스1층,경기도 수원시 영통구 중부대로 437 (원천동),16513,쿨펫동물병원,205572.586871555,418683.704929064
031-242-7501,경기도 수원시 팔달구 화서동 743 화서위브하늘채 101호,"경기도 수원시 팔달구 수성로244번길 25, 101호 (화서동, 화서위브하늘채)",16433,이든동물병원,199979.646433005,420715.244733315
031-237-1175,경기도 수원시 권선구 권선동 1296-5 롯데마트1층,경기도 수원시 권선구 동수원로 232 (권선동),16553,쿨펫동물병원,203008.631510845,416482.021790235
031-295-5975,경기도 수원시 권선구 구운동 507-5,경기도 수원시 권선구 금호로 261 (구운동),16410,이지훈동물병원,198029.464560409,419360.22359922
031-291-2830,경기도 수원시 장안구 율전동 399-10 1층,"경기도 수원시 장안구 율전로 98, 1층 (율전동)",16362,율전동물병원,197175.658793089,421788.369464798
031-232-3500,경기도 수원시 팔달구 인계동 950-6,"경기도 수원시 팔달구 경수대로 486, 1,2,3층 (인계동)",16487,타임즈 동물의료센터,202420.11081095,418593.781658923
031-212-5567,경기도 수원시 영통구 이의동 1201 202호,"경기도 수원시 영통구 웰빙타운로 47, 2층 202호 (이의동)",16224,웰빙동물병원,204026.791121512,422569.243269316
031-214-5527,경기도 수원시 영통구 원천동 79-9,"경기도 수원시 영통구 중부대로 263, 2층 (원천동)",16503,수원종합동물병원,203902.698602323,419199.248426696
031-211-7782,경기도 수원시 영통구 이의동 1240,"경기도 수원시 영통구 광교로 191, 3층 (이의동)",16226,쿨펫동물병원 광교이마트점,204159.790041271,421622.575799907
031-548-2475,경기도 수원시 권선구 권선동 1022-7,"경기도 수원시 권선구 권선로 715, 1층 (권선동)",16571,24시 숨 동물병원,202556.937357192,417421.935882249
031-203-7501,경기도 수원시 영통구 망포동 417-2 101호,"경기도 수원시 영통구 영통로154번길 60, 101호 (망포동)",16691,닥터에이스 동물병원,205172.415479908,415483.032834347
031-241-2668,경기도 수원시 장안구 영화동 127-39,경기도 수원시 장안구 팔달로 298 (영화동),16268,광교산동물병원,201429.614072475,420974.343446271
031-269-1121,경기도 수원시 장안구 천천동 548-7,경기도 수원시 장안구 하률로 9 (천천동),16322,소담동물병원,197651.774772525,422354.214883582
031-267-8100,경기도 수원시 권선구 곡반정동 565-9,"경기도 수원시 권선구 동수원로82번길 7-3, 1층 (곡반정동)",16671,튼튼동물병원,202397.091220037,415141.740912996
031-294-0082,경기도 수원시 권선구 금곡동 1083,경기도 수원시 권선구 금곡로102번길 30(금곡동),16385,스타동물병원,194708.566177877,418983.774877259
031-211-0075,경기도 수원시 영통구 매탄동 1270-1 주공플라자 101호102호,"경기도 수원시 영통구 효원로 374, 주공플라자 101호102호 (매탄동)",16546,매탄동물병원,203681.839509241,417432.568834837
031-211-0975,경기도 수원시 팔달구 인계동 979-2,경기도 수원시 팔달구 경수대로 461 (인계동),,마음반려 동물의료원,202272.786410662,418390.564345628
031-292-1682,경기도 수원시 권선구 금곡동 1091-5,"경기도 수원시 권선구 금곡로118번길 50, 1층 (금곡동)",16388,퀸즈동물병원,194878.734988118,418895.182060759
031-217-9559,경기도 수원시 영통구 이의동 1316-2,경기도 수원시 영통구 센트럴파크로127번길 166(이의동),16506,봄나래동물병원,204899.374718069,421404.468299008
031-213-7514,경기도 수원시 영통구 하동 968-4,"경기도 수원시 영통구 법조로149번길 104, 1층 (하동)",16512,아름드리동물병원,206014.184113205,421307.438773745
031-295-7611,경기도 수원시 팔달구 화서동 736,경기도 수원시 팔달구 화산로 62 (화서동),16423,서울경기양돈농협동물병원,198571.682755232,420902.788646186
031-203-8277,경기도 수원시 영통구 영통동 958-1 124호,"경기도 수원시 영통구 봉영로 1623, 124호 (영통동, 드림피아빌딩)",16703,닥터김 동물병원,206556.351819145,417113.766621288
031-242-7585,경기도 수원시 팔달구 화서동 135-1,"경기도 수원시 팔달구 화양로 21-2, 1층 (화서동)",16443,조은동물병원,199712.32396596,419798.253921532
031-244-0117,경기도 수원시 장안구 영화동 390-19,"경기도 수원시 장안구 수성로 300, 1층 (영화동, 동광빌딩)",16273,한마음 동물의료센터,200383.673322629,421006.410378185
031-298-7502,경기도 수원시 팔달구 화서동 724-4,경기도 수원시 팔달구 일월로22번길 15 (화서동),,동물사랑동물병원,198208.255,420434.24
031-212-7582,경기도 수원시 팔달구 인계동 1036 수원미디어시티,"경기도 수원시 팔달구 인계로 126, 수원미디어시티 109호110호호 (인계동)",16489,전병준동물병원,202706.355932742,418367.445293583
031-267-0975,경기도 수원시 팔달구 인계동 1019-5,경기도 수원시 팔달구 인계로108번길 4 (인계동),16489,애니존동물병원,202517.57150552,418412.22006471
031-269-9975,경기도 수원시 장안구 정자동 541-21,경기도 수원시 장안구 파장로 109 (정자동),,WE 동물병원,199015.177297646,422912.959673246
031-215-7582,경기도 수원시 영통구 이의동 1369-2 국제프라자 108호,"경기도 수원시 영통구 에듀타운로 17, 국제프라자 108호 (이의동)",16509,자연앤동물병원,204571.544210978,420288.97336096
031-211-7550,경기도 수원시 영통구 이의동 1306-15,"경기도 수원시 영통구 센트럴파크로127번길 32, 지하,1층 (이의동)",16506,카페거리 동물병원 동행,204767.351844743,421448.140577151
031-232-5831,경기도 수원시 팔달구 지동 365-20 포레스트 101호,"경기도 수원시 팔달구 세지로 279-1, 101호 (지동, 포레스트)",16245,한성동물병원,201991.594122296,419337.584933663
031-254-7518,경기도 수원시 장안구 영화동 448-1,경기도 수원시 장안구 수성로350번길 4 (영화동),16271,귀족동물병원,200838.539507241,421200.140942152
031-278-3593,경기도 수원시 권선구 호매실동 1400,"경기도 수원시 권선구 호매실로104번길 90, 제이디타워1 206호 (호매실동)",16630,뷰티펫동물병원,196620.611730672,417517.614419919
031-212-1999,경기도 수원시 영통구 매탄동 923-32,경기도 수원시 영통구 인계로220번길 20 (매탄동),,방실웃는 동물병원,203572.472532807,418027.996984189
031-241-7551,경기도 수원시 장안구 송죽동 506-3,"경기도 수원시 장안구 송원로 69, 4층 (송죽동)",16305,아이러브 동물병원,200703.263166558,422135.736175988
031-243-0080,경기도 수원시 장안구 영화동 328-5,경기도 수원시 장안구 팔달로 249 (영화동),,나루동물메디칼,201038.816399174,420738.551934661
031-292-1275,경기도 수원시 권선구 구운동 921-11,"경기도 수원시 권선구 구운로85번길 12, 105층 (구운동)",16405,하하 동물병원,197489.494583305,419955.215349903
031-548-1175,경기도 수원시 영통구 이의동 1332 Summit place 광교 cb12호,"경기도 수원시 영통구 센트럴타운로 85, cb12호 (이의동, Summit place 광교)",16507,맘동물병원,204409.226022404,420967.617798492
031-213-0053,경기도 수원시 영통구 이의동 1332 Summit place 광교,"경기도 수원시 영통구 센트럴타운로 85 (이의동, Summit place 광교)",16507,이리온동물병원광교롯데마트점,204409.226022404,420967.617798492
031-214-0025,경기도 수원시 영통구 원천동 78-3,"경기도 수원시 영통구 중부대로 293-3, 2층 (원천동)",16503,공감＋동물의료센터,204155.925584187,419123.029040709
031-296-7582,경기도 수원시 권선구 호매실동 1362-1 103-2호,"경기도 수원시 권선구 칠보로 138, 103-2호 (호매실동)",16401,메리 동물병원,195837.210636248,418184.39764634
031-244-7975,경기도 수원시 장안구 조원동 734-18,"경기도 수원시 장안구 조원로 78, 1층 (조원동)",16282,조원 동물병원,201423.572412514,422034.858437053
031-255-7975,경기도 수원시 장안구 조원동 752,"경기도 수원시 장안구 송원로86번길 4, 1,2층 (조원동)",16284,행복사랑동물병원,200828.992923064,422235.149480778
031-895-5775,경기도 수원시 팔달구 인계동 951-10,"경기도 수원시 팔달구 인계로 91, 2,3층 (인계동)",16487,수원 스카이 동물메디컬센터,202393.168110061,418513.706380998
031-291-2475,경기도 수원시 권선구 금곡동 1114,"경기도 수원시 권선구 금곡로 213, 203,204,309호 (금곡동)",16391,수원24시 바른동물의료센터,195818.525217576,419211.743004017
,경기도 수원시 장안구 조원동 675-2,"경기도 수원시 장안구 송정로 114, 2층(일부) (조원동)",16310,경기 동물 영상 센터,200796.381448972,421488.678344935
031-8007-3103,경기도 수원시 영통구 원천동 593 광교아이파크,"경기도 수원시 영통구 광교호수공원로 80, 154호,155호,156(일부)호 (원천동, 광교아이파크)",16514,안녕동물병원,205357.807142949,419119.019700523
031-211-7525,경기도 수원시 영통구 매탄동 923-6,"경기도 수원시 영통구 동수원로 400-1, 1층 (매탄동)",16543,다나 동물병원,203520.20126787,418087.158655903
031-217-7801,경기도 수원시 영통구 원천동 589 중흥 S-클래스,"경기도 수원시 영통구 광교호수공원로 277, B1층 9,10호 (원천동, 중흥 S-클래스)",16517,에스 클래스 동물병원,205026.079641798,420062.878231009
031-234-5550,경기도 수원시 권선구 곡반정동 558-2,경기도 수원시 권선구 곡선로 37 (곡반정동),16670,sun동물병원,202489.223716305,415275.875508133
031-202-7501,경기도 수원시 영통구 신동 937-1,"경기도 수원시 영통구 권선로908번길 31, 103,104호 (신동)",16683,새싹 동물병원,203925.943175402,416153.698334847
031-228-3561,경기도 수원시 영통구 하동 40-10 수원시 동물보호센터,"경기도 수원시 영통구 광교호수로 234, 수원시 동물보호센터 (하동)",16511,수원시동물보호센터 동물병원,206906.468423984,420340.351393286
070-4647-2999,경기도 수원시 장안구 영화동 422-43,"경기도 수원시 장안구 장안로 29, 103호 (영화동)",16274,유동물병원,200412.997105217,420627.377444161
031-206-7503,경기도 수원시 영통구 망포동 557-1 효성빌딩,"경기도 수원시 영통구 영통로 120, 효성빌딩 1층 (망포동)",16692,쿨펫 동물병원,204977.015984637,415193.866264221
02-6227-7582,서울특별시 송파구 방이동 135-1 세림빌딩 1층,"서울특별시 송파구 가락로 258, 세림빌딩 1층 (방이동)",05634,라임동물병원,210444.487653465,445418.501583634
063-833-7570,전라북도 익산시 영등동 833-2번지 2층,전라북도 익산시 무왕로 1053 (영등동),54545,쿨펫동물병원,197583.920751451,273199.222864609
,전라북도 익산시 부송동 710-23,전라북도 익산시 무왕로23길 3 (부송동),54554,휴안과동물병원,198882.398811805,273268.150939639
063-851-7218,전라북도 익산시 마동 166-53 1층,"전라북도 익산시 선화로 321, 1층 (마동)",54625,현대동물병원,196795.665834653,271729.373904361
063-855-1037,전라북도 익산시 모현동1가 533-5,전라북도 익산시 배산로24길 14 (모현동1가),54656,익산산업동물병원,194774.059434019,272403.051673175
858-7582,전라북도 익산시 창인동1가 49-40,전라북도 익산시 익산대로 204 (창인동1가),54593,금강동물병원,195332.32516293,271553.994516568
063-834-7585,전라북도 익산시 금마면 서고도리 196-10번지 16통,전라북도 익산시 금마면 미륵사지로 68,54573,우리들동물병원,204393.123205435,276881.638192061
063-291-0727,전라북도 익산시 춘포면 쌍정리 107번지,전라북도 익산시 춘포면 쌍정길 16-1,54578,다민동물병원,204551.832036673,269261.971108234
,전라북도 익산시 함열읍 남당리 643-12번지,전라북도 익산시 함열읍 함열10길 26,54511,우성동물병원,196970.584358905,286236.951652046
063-850-0970,전라북도 익산시 마동 194-5 전북대학교익산캠퍼스,"전라북도 익산시 고봉로 79, 전북대학교익산캠퍼스 (마동)",54596,전북동물의료센터,196293.182574154,271394.642230452
063-850-0975,,"전라북도 익산시 고봉로 79 (마동, 전북대학교)",54596,전북야생동물구조관리센터,196293.182574154,271394.642230452
,,"전라북도 익산시 동서로63길 4 (어양동, 하모니시티)",54566,에버그린 펫 클리닉,198830.443061898,272513.112450942
0325652943,인천광역시 서구 가정동 606-2번지 2층,"인천광역시 서구 청중로478번안길 4, 2층 (가정동)",22858,쪼꼬동물메디컬센터,170321.023230743,447511.230500173
231-0047,충청북도 청주시 흥덕구 강내면 태성리 22-5,충청북도 청주시 흥덕구 강내면 서부로 411-55,28174,청주시 반려동물보호센터,232645.507658814,343314.63757132
02-2212-7596,서울특별시 동대문구 장안동 330-2번지,"서울특별시 동대문구 답십리로 293, 1층 (장안동)",02523,현대종합동물병원,206384.176300093,452248.684634996
831-1252,전라북도 익산시 마동 297-4번지,전라북도 익산시 중앙로 121 (마동),54596,(주)하림애니멀클리닉,196317.377427262,270803.302525968
02-872-7588,서울특별시 관악구 봉천동 40-29 수안빌딩 1층,"서울특별시 관악구 관악로29길 3, 수안빌딩 1층 (봉천동)",08727,로잔동물의료센터,196078.028966234,442691.138064898
02-888-8807,서울특별시 관악구 신림동 408-143번지 1층,"서울특별시 관악구 신림로 233, 1층 (신림동)",08845,서울종합동물병원,194203.915081889,441673.922384128
0537915945,대구광역시 수성구 시지동 462-121,대구광역시 수성구 달구벌대로 3014 (시지동),42251,시지동물병원,352351.897884214,261497.338469472
,충청남도 천안시 서북구 성환읍 송덕리 114-59번지,충청남도 천안시 서북구 성환읍 송덕1길 1,31008,스마트피그클리닉,210013.195481694,379377.079257225
,충청북도 제천시 하소동 150-19,"충청북도 제천시 용두대로11길 22-4, 1층 101호 (하소동)",27160,바로동물병원,306340.333112419,404600.909801022
,충청북도 옥천군 옥천읍 금구리 45-2,충청북도 옥천군 옥천읍 신기5길 9,29047,현대동물병원,251303.551497036,311030.694600738
,경상북도 의성군 안계면 용기리 527-5번지,경상북도 의성군 안계면 용기12길 23,37313,백산동물병원,328936.723095901,321103.692518026
,경상북도 의성군 의성읍 도서리 122-1번지,경상북도 의성군 의성읍 구봉길 220,37343,하누동물병원,352336.468129937,317400.767765376
063-855-5975,전라북도 익산시 모현동1가 316-2,전라북도 익산시 선화로8길 3 (모현동1가),54659,모현동물병원,194804.442686164,271999.144628245
836-6222,전라북도 익산시 금마면 동고도리 697-2번지 삼성동물병원,"전라북도 익산시 금마면 금마길 60, 삼성동물병원",54572,삼성동물병원,204698.641430938,276821.988884764
,경상북도 경산시 와촌면 동강리 140번지,경상북도 경산시 와촌면 동강길 26,38412,오케이 동물병원,365193.883856717,274264.027935716
861-0546,전라북도 익산시 함열읍 와리 545-240번지,전라북도 익산시 함열읍 함열로 78-1,,서울동물병원,196099.176780937,286698.380829125
841-0711,전라북도 익산시 창인동1가 229-3 4통1반,전라북도 익산시 인북로 139 (창인동1가),54594,대학동물병원,195779.40673814,271250.358854932
,전라북도 익산시 창인동1가 43,전라북도 익산시 익산대로 190 (창인동1가),,퍼피존동물병원,195285.665694356,271418.3992874
291-5214,전라북도 익산시 왕궁면 구덕리 522-10번지,전라북도 익산시 왕궁면 금오길 4,54577,왕궁동물병원,207024.979884634,270459.216874219
855-0124,전라북도 익산시 영등동 747-3,"전라북도 익산시 무왕로 1034, 1층 1/2호 (영등동)",54636,고려동물병원,197369.802806867,273091.972187804
856-4942,전라북도 익산시 황등면 황등리 920-9번지 4통,전라북도 익산시 황등면 황등7길 17,54533,김동물병원,194930.133816317,278364.263207366
,전라북도 익산시 어양동 655-1 엘드타운 102호,"전라북도 익산시 하나로 426, 엘드타운 1층 102호 (어양동)",54563,미래종합동물병원,198327.187679373,273119.156764793
,전라북도 익산시 영등동 816-3,전라북도 익산시 하나로 483-26(영등동),54541,와우동물메디컬센터,198131.376721287,273839.986716688
,전라북도 익산시 여산면 여산리 423-3번지,전라북도 익산시 여산면 여강로 4 (여산슈퍼마켓),54520,해원이네동물병원,207561.378139591,284233.855947874
063-862-5557,전라북도 익산시 함라면 함열리 209-1번지,전라북도 익산시 함라면 용산로 497,54502,익산군산축협동물병원,192238.242140145,284021.348190139
031-771-7599,경기도 양평군 양평읍 공흥리 585,"경기도 양평군 양평읍 중앙로 93, 101,102호",12551,토마스동물병원,244102.627964218,443704.250040167
031-847-7720,경기도 양주시 만송동 343-2,"경기도 양주시 고읍로 166, 1,2층 전부호 (만송동)",11494,로뎀나무 동물의료센터,207639.605803943,476536.252300704
,전라남도 무안군 일로읍 월암리 212-30 원다방,전라남도 무안군 일로읍 일로로 43,58574,하나동물병원,153438.677315273,150150.56368997
231-0119,인천광역시 남동구 구월동 1264번지,"인천광역시 남동구 호구포로 818, 116,117호 (구월동)",21534,바나나동물병원,175127.311445245,439299.829381154
02-6953-7515,경기도 고양시 덕양구 향동동 563번지,"경기도 고양시 덕양구 향기로 56, 스카이타워 1층 101호 (향동동)",10546,더바름동물병원,190408.596224851,454741.986219537
053-982-0275,대구광역시 동구 봉무동 1539-3번지 이시아시티빌딩 205호,"대구광역시 동구 팔공로51길 3, 이시아시티빌딩 205호 (봉무동)",41026,수호동물병원,347996.726436526,270411.68723455
070-4647-4849,제주특별자치도 서귀포시 대정읍 보성리 2477,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 이노에듀파크 117,118호",63644,정직한 동물병원,132689.490395116,-23692.0295698574
051-818-5975,부산광역시 부산진구 전포동 667-16번지 이오스프라자,"부산광역시 부산진구 서전로 25, 이오스프라자 201호 (전포동)",47247,서면Q 외과 동물병원,387863.716121828,186257.507509754
,전라남도 나주시 죽림동 138-44번지 신정가축약품,"전라남도 나주시 남고문로 124, 신정가축약품 (죽림동)",58260,신정동물병원,174757.261804423,170013.00383905
,전라북도 임실군 임실읍 이도리 327-12번지 코지하우스,"전라북도 임실군 임실읍 중동2길 8-7, 코지하우스 A동 1층 1호",55928,현동물병원,225605.989394789,234730.133827609
02-6949-0413,서울특별시 양천구 목동 753-12,"서울특별시 양천구 목동중앙로 89, 1층 (목동)",07961,봄날동물병원,188605.762730565,448342.943184802
,충청북도 괴산군 괴산읍 동부리 811번지 괴산신성미소지움아파트 상가 1층 1호,"충청북도 괴산군 괴산읍 남산1길 41-1, 괴산신성미소지움아파트 상가 1층 1호",28038,우원동물병원,270779.693409066,367263.159226364
031-523-3256,경기도 남양주시 별내동 931 e드림타워,"경기도 남양주시 두물로11번길 42, e드림타워 2층 (별내동)",12105,24시 위드힐동물메디컬센터,210965.697172414,461767.477609929
0515142470,부산광역시 동래구 온천동 777-49번지,"부산광역시 동래구 중앙대로1381번길 43, 2층 (온천동)",47728,린동물병원,388925.129760944,192172.838945786
051-342-5999,부산광역시 북구 만덕동 918-13번지,"부산광역시 북구 만덕3로 55-1, 2층 (만덕동)",46563,베이직 동물병원,384754.311890433,192101.496061949
,경기도 김포시 운양동 1296-3,"경기도 김포시 김포한강11로 328, 210,211,212호 (운양동)",10073,김포씨엘동물의료센터,172182.734363653,461502.231964669
02-335-3333,서울특별시 강남구 청담동 76-12 103호,"서울특별시 강남구 학동로81길 9, 103호 (청담동)",06074,우리동생 동물병원,204393.904459532,446390.567809254
,경기도 의정부시 민락동 905번지,"경기도 의정부시 용민로 493, 엘스퀘어 120, 121호 (민락동)",11815,채플린동물병원,210383.354355243,471952.050120805
031-362-5475,경기도 안산시 단원구 초지동 726-5 주공프라자,"경기도 안산시 단원구 초지로 114, 주공프라자 111,112호 (초지동)",15445,세온동물병원,183555.437866089,422997.980643807
041-909-4141,충청남도 천안시 서북구 불당동 1483 불당아리스타팰리스 1동,"충청남도 천안시 서북구 불당23로 73-30, 불당아리스타팰리스 1동 124~127호 (불당동)",31156,아리스타동물의료센터,209778.454594377,368742.601627795
051-742-7585,부산광역시 해운대구 우동 1435-3 한일오르듀,"부산광역시 해운대구 마린시티3로 37, 한일오르듀 207호 (우동)",48118,마린숲 동물병원,395534.321856148,186145.130163447
,경기도 하남시 신장동 523-1,"경기도 하남시 대청로 33, 현대베스코아 6층 603호 (신장동)",12947,현대동물병원,219019.083032917,448782.644793748
0325680022,인천광역시 서구 청라동 105-62,"인천광역시 서구 푸른로7번길 2, 청라호수동물메디컬센터 (청라동)",22765,청라호수동물메디컬센터,167237.316101515,447019.843173172
,경상남도 고성군 영오면 영산리 200-11,경상남도 고성군 영오면 옥천로 1493,52901,대성동물병원,312850.215768132,179517.067331862
0426238461,대전광역시 동구 용전동 43-1,대전광역시 동구 계족로 510 (용전동),34542,더원동물메디컬센터,238808.750788099,317465.331626131
02-545-8952,서울특별시 강남구 논현동 159-23 보령빌딩 104호,"서울특별시 강남구 강남대로122길 47, 보령빌딩 1층 104호 (논현동)",06114,커비동물병원,202289.630505321,445195.011191798
,경기도 양주시 남면 상수리 165-14번지,경기도 양주시 남면 화합로 642,11426,동산동물병원,200003.989538618,485387.878326567
02-2235-1533,서울특별시 강서구 등촌동 680 한울빌딩,"서울특별시 강서구 강서로62길 10, 한울빌딩 1층 (등촌동)",07583,차지우동물병원,185831.959022199,451192.093585364
061-727-0750,전라남도 순천시 연향동 1343-3 서원문고,"전라남도 순천시 연향3로 27, 서원문고 1층 101호 (연향동)",57967,그레이스 동물병원,247339.032149055,161486.368245553
,경기도 양주시 은현면 선암리 342-18번지,"경기도 양주시 은현면 은현로 73-14, 1층 1호",11427,건우동물병원,201991.75912725,485863.169543207
061-725-7542,전라남도 순천시 해룡면 신대리 1988-3번지,"전라남도 순천시 해룡면 향매로 115, 1층",58011,더키움 동물병원,250360.02,159508.41
055-530-7425,경상남도 창녕군 장마면 신구리 125 따오기 구조치료센터,"경상남도 창녕군 장마면 신구윗담길 180, 따오기 구조치료센터",50336,우포 따오기 구조 치료센터,332398.791722784,221359.981948789
031-759-0242,경기도 성남시 중원구 성남동 1404번지 성남 센트럴 푸르지오 시티,"경기도 성남시 중원구 광명로 89, 성남 센트럴 푸르지오 시티 1층 134,135호 (성남동)",13356,성남다온동물병원,212188.899992533,437031.101000937
053-719-0205,대구광역시 달서구 성당동 263-4,대구광역시 달서구 구마로 243 (성당동),42680,이서동물병원,340368.604703531,260813.784631439
031-757-2475,경기도 성남시 수정구 수진동 28-1 창도빌딩,"경기도 성남시 수정구 수정로 130, 창도빌딩 2층 (수진동)",13327,미래동물의료센터 성남점,211864.688556887,437706.627926558
031-998-6473,경기도 김포시 마산동 647-3,"경기도 김포시 김포한강8로194번길 8-6, 1층 (마산동)",10068,미드미동물병원,168546.010606909,459707.207894424
02-393-7577,서울특별시 서대문구 북아현동 251-40,"서울특별시 서대문구 신촌로 209, 1,2층 (북아현동)",03767,링크동물의료센터,195447.814241712,450549.737838991
,충청북도 음성군 맹동면 두성리 1343번지,"충청북도 음성군 맹동면 용두3길 5, 105호",27738,우성동물병원,248788.611783613,378742.413547071
02-2672-7582,서울특별시 구로구 신도림동 400-1 110호,"서울특별시 구로구 신도림로 7, 1층 110호 (신도림동)",08206,구로다나은동물병원,189067.276002245,444891.605594405
,경기도 시흥시 은행동 646 태산W타워,"경기도 시흥시 은계번영길 1, 태산W타워 2층 208,209,210호 (은행동)",14922,24시 위드유 동물의료센터,182373.275854102,437178.738265029
02-2607-7582,서울특별시 양천구 신월동 1002-3,"서울특별시 양천구 신월로 124, 1층 (신월동)",08047,신월동물병원,185586.445641247,446018.063168796
,전라남도 보성군 보성읍 우산리 20-16,전라남도 보성군 보성읍 흥성로 2541-16,59459,미르 동물병원,208101.847471982,140927.363613443
0325727475,인천광역시 서구 석남동 454-3번지,인천광역시 서구 가정로 295 (석남동),22785,진현우동물병원,170967.162241252,445512.821391249
062-228-1083,"광주광역시 서구 마륵동 172-59번지 1,2층","광주광역시 서구 상무대로 687-1, 1,2층 (마륵동)",61955,광주축산농협 동물병원,185314.665025296,182623.391805913
054-680-7451,경상북도 영양군 영양읍 대천리 360 국립멸종위기종복원센터,"경상북도 영양군 영양읍 고월길 23, 국립멸종위기종복원센터",36531,국립생태원 멸종위기종복원센터 동물병원,392603.043665043,351799.287534307
0313654542,경기도 안산시 상록구 사동 1639-7 그랑시티자이,"경기도 안산시 상록구 해양4로 31, P동 208.209.210.211.호 (사동, 그랑시티자이)",15596,톰과 제니 동물메디컬센터,184876.518205217,420089.978783381
,경상북도 구미시 선산읍 이문리 690번지,"경상북도 구미시 선산읍 선산중앙로7길 24, 1층",39124,예스동물병원,316196.90038778,305147.545533452
,충청북도 제천시 중앙로1가 116-1,"충청북도 제천시 용두천로 73-13, 2층 (중앙로1가)",27172,금강동물병원,307448.238934788,404439.675247953
029117582,서울특별시 성북구 장위동 173-114 래미안장위퍼스트하이,"서울특별시 성북구 한천로 713, 515동 상가 206,207호 (장위동, 래미안장위퍼스트하이)",02760,퍼스트동물병원,204479.769245617,457527.065931978
028567582,서울특별시 구로구 고척동 76-38번지 원메디타운 201호,"서울특별시 구로구 경인로 403, 원메디타운 2층 201호 (고척동)",08227,고척원동물의료센터,187923.27573024,443993.670252899
041-543-7009,충청남도 아산시 배방읍 장재리 1517번지 101호,"충청남도 아산시 배방읍 용연로 87, 101호",31467,언제나동물병원,208059.931764864,365305.128701068
051-711-5999,부산광역시 해운대구 반여동 1441-85 다솜빌딩,"부산광역시 해운대구 선수촌로 78, 다솜빌딩 2층 (반여동)",48037,오션동물메디컬센터,392947.529382953,191104.649058007
02-872-7582,서울특별시 관악구 봉천동 1563-6,"서울특별시 관악구 쑥고개로 57-1, 1층 (봉천동)",08785,비바동물병원,194881.551431347,441956.777752834
,경상북도 구미시 선산읍 교리 1349번지,경상북도 구미시 선산읍 동교2길 15-20,39115,정다운동물병원,317259.204156688,305857.667368695
02-6953-7512,서울특별시 강동구 고덕동 172-9,"서울특별시 강동구 상일로 153, 1층 (고덕동)",05222,가온동물병원,214989.297025493,450945.407863605
031-360-7588,경기도 의왕시 삼동 471-39,경기도 의왕시 부곡중앙로 3-3 (삼동),16087,라포레동물메디컬센터,195446.351227128,424354.772869474
02-6275-0075,경기도 광명시 일직동 511-5 GS steel Tower,"경기도 광명시 신기로 21, GS steel Tower 206호 (일직동)",14344,메디힐동물병원,189636.829471084,435346.513134359
031-778-7512,경기도 시흥시 능곡동 719 능곡타운,"경기도 시흥시 장현능곡로 178, 능곡타운 2층 204호 (능곡동)",14995,바른마음동물병원,183094.315546217,429741.225241601
,부산광역시 강서구 명지동 3357-2번지,"부산광역시 강서구 명지국제8로 233, 2층 203호 (명지동)",46726,홈즈 동물병원,374846.363500911,179403.949006516
0517157979,부산광역시 사상구 주례동 191-17번지,부산광역시 사상구 가야대로 325 (주례동),47004,가나다 동물병원,382913.535188244,185404.720045194
024697975,서울특별시 성동구 성수동1가 656-968번지 영화빌딩 2층,"서울특별시 성동구 왕십리로 104, 영화빌딩 2층 (성수동1가)",04778,오늘동물병원,203895.448794593,449401.289888823
0533831199,대구광역시 북구 복현동 73,대구광역시 북구 복현로 127 (복현동),41524,비타민동물병원,346025.980004288,267937.015199827
,전라남도 장흥군 장흥읍 건산리 380-21번지,전라남도 장흥군 장흥읍 중앙로 7,59327,정동물병원,191585.056623607,130928.524150949
,경기도 광주시 퇴촌면 도수리 331-11,경기도 광주시 퇴촌면 천진암로 447-1,12711,새롬동물병원,228174.018956279,440633.874775651
053-943-8275,대구광역시 동구 신암동 576-20번지 201호,"대구광역시 동구 아양로 81, 201호 (신암동)",41198,명진동물병원,346475.580678867,266000.390760384
02-733-6030,서울특별시 종로구 신교동 70-10번지,"서울특별시 종로구 자하문로 95, 신교빌딩 1층 (신교동)",03032,선동물병원,197278.891939281,453572.355620921
02-2636-7645,서울특별시 구로구 구로동 631-23 서울반려동물교육센터,"서울특별시 구로구 경인로 472, 서울반려동물교육센터 (구로동)",08278,서울동물복지지원센터 동물병원(구로),188524.151597509,443977.171491116
,전라남도 여수시 소라면 죽림리 1213-1번지,"전라남도 여수시 소라면 죽림1길 2, 1층",59655,여수 죽림 동물병원,258148.59146388,140490.779293907
,전라북도 고창군 흥덕면 동사리 826,전라북도 고창군 흥덕면 부안로 35,56413,봄 동물병원,173508.943963804,225128.891373298
02-384-3100,서울특별시 은평구 진관동 67-1번지 은평구 뉴타운2지구 에코테라스 102호,"서울특별시 은평구 진관3로 37, 은평구 뉴타운2지구 에코테라스 102호 (진관동)",03301,피움동물병원,192800.902227864,459540.593409197
,"전라남도 나주시 빛가람동 693-3 102, 103호","전라남도 나주시 그린로 207, 102,103호 (빛가람동)",58328,채움동물병원,180671.160779014,167888.031234956
,경상북도 경주시 황성동 1312번지,경상북도 경주시 용황로 44-1 (황성동),38069,스마일동물의료센터,400660.673157612,266976.504922205
